loinc_num;copra_id;loinc_long_common_name;copra_description;accuracy;is_match;id
6683-7;103427;Reptilasezeit;gemessene Exspirationszeit;62;Nein;1239
168-5;104731;Cephradin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene exspiratorische O2 Konzentration.;60;Nein;1240
8274-3;104731;Cefpirom [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene exspiratorische O2 Konzentration.;61;Nein;1241
8867-4;103323;Herzfrequenz;gemessene Gesamtatemfrequenz;60;Nein;1242
9279-1;103323;Atemfrequenz;gemessene Gesamtatemfrequenz;80;Nein;1243
286-5;104730;Isoniazid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene inspiratorische O2 Konzentration.;60;Nein;1244
19840-8;103325;Atemfrequenz.spontan und mechanisch --am Beatmungsgerät;gemessene mandatorische Atemfrequenz;100;Nein;1246
19840-8;103436;Atemfrequenz.spontan und mechanisch --am Beatmungsgerät;gemessene mandatorische Atemfrequenz;100;Nein;1247
8867-4;103325;Herzfrequenz;gemessene mandatorische Atemfrequenz;75;Nein;1248
8867-4;103436;Herzfrequenz;gemessene mandatorische Atemfrequenz;75;Nein;1249
9278-3;103325;Atemfrequenz spezielle Umstände;gemessene mandatorische Atemfrequenz;100;Nein;1250
9278-3;103436;Atemfrequenz spezielle Umstände;gemessene mandatorische Atemfrequenz;100;Nein;1251
9279-1;103325;Atemfrequenz;gemessene mandatorische Atemfrequenz;100;Nein;1252
9279-1;103436;Atemfrequenz;gemessene mandatorische Atemfrequenz;100;Nein;1253
103-2;110840;Ceforanid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1254
107-3;110840;Cefotaxim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1255
111-5;110840;Cefotetan [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1256
115-6;110840;Cefoxitin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1257
11-7;110840;Amikacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1258
119-8;110840;Cefpodoxim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1259
123-0;110840;Cefprozil [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1260
127-1;110840;Cefsulodin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1261
132-1;110840;Ceftazidim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1262
136-2;110840;Ceftizoxim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1263
18833-4;14;Erstes Körpergewicht;Geburtsgewicht des Patienten in Kilogramm;67;Ja;1219
8339-4;14;Geburtsgewicht, gemessen;Geburtsgewicht des Patienten in Kilogramm;100;Ja;1224
9279-1;103287;Atemfrequenz;gemessene Atemfrequenz;100;Ja;1233
9279-1;103430;Atemfrequenz;gemessene Atemfrequenz;100;Ja;1234
9279-1;104727;Atemfrequenz;Gemessene Atemfrequenz.;100;Ja;1238
3150-0;104730;Inhalierte Sauerstoffkonzentration;Gemessene inspiratorische O2 Konzentration.;61;Ja;1245
140-4;110840;Ceftriaxon [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1264
144-6;110840;Cefuroxim parenteral [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1265
148-7;110840;Cephalexin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1266
156-0;110840;Cephaloridin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1267
15-8;110840;Amoxicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1268
160-2;110840;Cephalothin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1269
164-4;110840;Cephapirin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1270
168-5;110840;Cephradin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1271
172-7;110840;Chloramphenicol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1272
176-8;110840;Chlortetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1273
180-0;110840;Cinoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1274
184-2;110840;Ciprofloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1275
188-3;110840;Clarithromycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1276
19-0;110840;Amoxicillin+Clavulanat [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1277
192-5;110840;Clindamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1278
196-6;110840;Cloxacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1279
204-8;110840;Colistin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1280
212-1;110840;Cycloserin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1281
216-2;110840;Demeclocyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1282
220-4;110840;Dicloxacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1283
224-6;110840;Doxycyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1284
228-7;110840;Enoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1285
23-2;110840;Amphotericin B [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1286
232-9;110840;Erythromycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1287
236-0;110840;Erythromycin+Sulfisoxazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1288
240-2;110840;Ethambutol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1289
257-6;110840;Framycetin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1290
261-8;110840;Fusidat [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1291
266-7;110840;Gentamicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1292
270-9;110840;Gramicidin D [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1293
27-3;110840;Ampicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1294
274-1;110840;Hetacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1295
278-2;110840;Imipenem [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1296
286-5;110840;Isoniazid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1297
290-7;110840;Kanamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1298
294-9;110840;Ketoconazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1299
298-0;110840;Lincomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1300
302-0;110840;Lomefloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1301
306-1;110840;Loracarbef [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1302
310-3;110840;Lymecyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1303
314-5;110840;Meclocyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1304
31-5;110840;Ampicillin+Sulbactam [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1305
318-6;110840;Methacyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1306
322-8;110840;Methicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1307
326-9;110840;Metronidazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1308
330-1;110840;Mezlocillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1309
334-3;110840;Minocyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1310
338-4;110840;Miocamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1311
346-7;110840;Nafcillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1312
354-1;110840;Neomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1313
35-6;110840;Azithromycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1314
358-2;110840;Netilmicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1315
362-4;110840;Nitrofurantoin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1316
366-5;110840;Norfloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1317
374-9;110840;Ofloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1318
378-0;110840;Oleandomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1319
382-2;110840;Oxacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1320
386-3;110840;Oxytetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1321
391-3;110840;Penicillin G [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1322
395-4;110840;Penicillin V [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1323
39-8;110840;Azlocillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1324
399-6;110840;Phenethicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1325
407-7;110840;Piperacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1326
411-9;110840;Piperacillin+Tazobactam [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1327
415-0;110840;Pivampicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1328
419-2;110840;Polymyxin B [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1329
423-4;110840;Pyrazinamid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1330
427-5;110840;Rifampicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1331
43-0;110840;Aztreonam [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1332
43270-8;110840;Ceftobiprol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1333
435-8;110840;Rolitetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1334
439-0;110840;Rosoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1335
443-2;110840;Roxithromycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1336
447-3;110840;Sisomicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1337
451-5;110840;Spectinomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1338
455-6;110840;Spiramycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1339
459-8;110840;Streptomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1340
463-0;110840;Sulfadiazin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1341
467-1;110840;Sulfamethoxazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1342
47-1;110840;Bacampicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1343
471-3;110840;Sulfisoxazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1344
475-4;110840;Sulfonamid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1345
479-6;110840;Talampicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1346
483-8;110840;Teicoplanin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1347
487-9;110840;Temafloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1348
491-1;110840;Temocillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1349
495-2;110840;Tetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1350
499-4;110840;Ticarcillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1351
503-3;110840;Ticarcillin+Clavulanat [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1352
507-4;110840;Tobramycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1353
511-6;110840;Trimethoprim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1354
515-7;110840;Trimethoprim+Sulfamethoxazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1355
519-9;110840;Troleandomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1356
523-1;110840;Vancomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1357
55-4;110840;Capreomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1358
59-6;110840;Carbenicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1359
59833-4;110840;Anderes Antibiotikum [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1360
63-8;110840;Cefadroxil [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1361
6643-1;110840;Cefepim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1362
6651-4;110840;Meropenem [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1363
67-9;110840;Cefamandol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1364
71-1;110840;Cefatrizin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1365
75-2;110840;Cefazolin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1366
79-4;110840;Cefixim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1367
8274-3;110840;Cefpirom [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1368
83-6;110840;Cefaclor [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1369
87-7;110840;Cefmetazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1370
91-9;110840;Cefodizim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1371
95-0;110840;Cefonicid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1372
99-2;110840;Cefoperazon [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessene O2 Konzentration;90;Nein;1373
286-5;103281;Isoniazid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);gemessene O2 Konzentration im Inspirationsgas;60;Nein;1374
8838-5;103285;Beobachtungszeitraum;gemessener Beatmungsmitteldruck;60;Nein;1376
100-8;104732;Cefoperazon [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);60;Nein;1377
10653-4;104732;Clotrimazol [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);60;Nein;1378
116-4;104732;Cefoxitin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);61;Nein;1379
205-5;104732;Colistin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);60;Nein;1380
229-5;104732;Enoxacin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);60;Nein;1381
25411-0;104732;Fleroxacin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);60;Nein;1382
25637-0;104732;Econazol [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);60;Nein;1383
338-4;104732;Miocamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);60;Nein;1384
35761-6;104732;Cefditoren [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);60;Nein;1385
35808-5;104732;Florfenicol [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);62;Nein;1386
35812-7;104732;Garenoxacin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);62;Nein;1387
41687-5;104732;Clavulanat [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);60;Nein;1388
41694-1;104732;Evernimicin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);62;Nein;1389
6651-4;104732;Meropenem [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);61;Nein;1390
8275-0;104732;Cefpirom [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);60;Nein;1391
84-4;104732;Cefaclor [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Gemessener MAC Wert. (endexspiratorische mittlere alveoläre Konzentration);60;Nein;1392
8478-0;102878;Mittlerer Blutdruck;gemessener Mittlerer Atemwegsdruck unter HFO bei Alpha Vision;65;Nein;1393
14691-0;103316;Desipramin [Mol/Volumen] in Serum oder Plasma;gemessener Plataeudruck wähend der Inspiration;60;Nein;1394
15107-6;103316;Imipramin [Mol/Volumen] in Serum oder Plasma;gemessener Plataeudruck wähend der Inspiration;61;Nein;1395
25700-6;103316;Immunfixation für Serum oder Plasma;gemessener Plataeudruck wähend der Inspiration;64;Nein;1396
25721-2;103316;Mianserin [Mol/Volumen] in Serum oder Plasma;gemessener Plataeudruck wähend der Inspiration;61;Nein;1397
2635-1;103316;Mianserin [Masse/Volumen] in Serum oder Plasma;gemessener Plataeudruck wähend der Inspiration;61;Nein;1398
32646-2;103316;Nevirapin [Masse/Volumen] in Serum oder Plasma;gemessener Plataeudruck wähend der Inspiration;61;Nein;1399
34342-6;103316;Niacin [Mol/Volumen] in Serum oder Plasma;gemessener Plataeudruck wähend der Inspiration;60;Nein;1400
3531-1;103316;Desipramin [Masse/Volumen] in Serum oder Plasma;gemessener Plataeudruck wähend der Inspiration;60;Nein;1401
3532-9;103316;Desipramin [Nachweis] in Serum oder Plasma;gemessener Plataeudruck wähend der Inspiration;60;Nein;1402
3690-5;103316;Imipramin [Masse/Volumen] in Serum oder Plasma;gemessener Plataeudruck wähend der Inspiration;61;Nein;1403
76213-8;103284;Diastolischer Blutdruck invasiv;gemessener positer endexspiratorischer Druck;61;Nein;1404
76215-3;103284;Systolischer Blutdruck invasiv;gemessener positer endexspiratorischer Druck;62;Nein;1405
8462-4;103284;Diastolischer Blutdruck;gemessener positer endexspiratorischer Druck;71;Nein;1406
8480-6;103284;Systolischer Blutdruck;gemessener positer endexspiratorischer Druck;64;Nein;1407
76213-8;103318;Diastolischer Blutdruck invasiv;gemessener positiver endexspiratorischer Druck;61;Nein;1408
76215-3;103318;Systolischer Blutdruck invasiv;gemessener positiver endexspiratorischer Druck;62;Nein;1409
8462-4;103318;Diastolischer Blutdruck;gemessener positiver endexspiratorischer Druck;71;Nein;1410
8480-6;103318;Systolischer Blutdruck;gemessener positiver endexspiratorischer Druck;64;Nein;1411
19218-7;103079;Sauerstoffgehalt in arteriellem Blut;gemessene Sauerstoffgehalt des Gasgemisches;71;Nein;1413
19219-5;103079;Sauerstoffgehalt in Kapillarblut;gemessene Sauerstoffgehalt des Gasgemisches;71;Nein;1414
19211-2;103079;Sauerstoff [Partialdruck] in gemischt-venösem Blut;gemessene Sauerstoffgehalt des Gasgemisches;63;Ja;1412
19220-3;103079;Sauerstoffgehalt in venösem Blut;gemessene Sauerstoffgehalt des Gasgemisches;73;Nein;1415
3148-4;103079;Sauerstoff [Partialdruck] in Gas;gemessene Sauerstoffgehalt des Gasgemisches;65;Nein;1416
34163-6;103079;Sauerstoffgehalt in Blut;gemessene Sauerstoffgehalt des Gasgemisches;86;Nein;1417
57800-5;103079;Sauerstoffgehalt in Blut, berechnet;gemessene Sauerstoffgehalt des Gasgemisches;71;Nein;1418
20564-1;104237;Sauerstoffsättigung in Blut;Gemessene Sauerstoffkonzentration ;61;Nein;1419
3150-0;104237;Inhalierte Sauerstoffkonzentration;Gemessene Sauerstoffkonzentration ;100;Nein;1420
3150-0;103439;Inhalierte Sauerstoffkonzentration;gemessene Sauerstoffkonzentration im Atemgas;85;Nein;1422
33045-6;103327;Respiratorisches Synzytial-Virus Antigen [Nachweis] in Nase;gemessenes inspiratorisches Tidalvolumen;62;Nein;1423
33045-6;103433;Respiratorisches Synzytial-Virus Antigen [Nachweis] in Nase;gemessenes inspiratorisches Tidalvolumen;62;Nein;1424
55107-7;103431;Anhang - Dokument;gemessenes mandatorisches Tidalvolumen;60;Nein;1425
19840-8;103291;Atemfrequenz.spontan und mechanisch --am Beatmungsgerät;gemessene spontane Atemfrequenz;73;Nein;1426
19840-8;103324;Atemfrequenz.spontan und mechanisch --am Beatmungsgerät;gemessene spontane Atemfrequenz;73;Nein;1427
19840-8;103435;Atemfrequenz.spontan und mechanisch --am Beatmungsgerät;gemessene spontane Atemfrequenz;73;Nein;1428
9278-3;103291;Atemfrequenz spezielle Umstände;gemessene spontane Atemfrequenz;73;Nein;1429
9278-3;103324;Atemfrequenz spezielle Umstände;gemessene spontane Atemfrequenz;73;Nein;1430
9278-3;103435;Atemfrequenz spezielle Umstände;gemessene spontane Atemfrequenz;73;Nein;1431
9279-1;103291;Atemfrequenz;gemessene spontane Atemfrequenz;100;Nein;1432
9279-1;103324;Atemfrequenz;gemessene spontane Atemfrequenz;100;Nein;1433
9279-1;103435;Atemfrequenz;gemessene spontane Atemfrequenz;100;Nein;1434
55107-7;103084;Anhang - Dokument;gemessenes Tidalvolumen;60;Nein;1435
55107-7;103421;Anhang - Dokument;gemessenes Tidalvolumen;60;Nein;1436
55107-7;104726;Anhang - Dokument;Gemessenes Tidalvolumen.;60;Nein;1437
8867-4;108019;Herzfrequenz;Gesamtatemfrequenz;60;Nein;1438
9279-1;108019;Atemfrequenz;Gesamtatemfrequenz;80;Nein;1439
8867-4;103035;Herzfrequenz;Gesamtatemfrequenz, ein Monitoring Parameter;60;Nein;1440
9279-1;103035;Atemfrequenz;Gesamtatemfrequenz, ein Monitoring Parameter;80;Nein;1441
8867-4;107875;Herzfrequenz;Gesamtfrequenz;69;Nein;1442
9279-1;107875;Atemfrequenz;Gesamtfrequenz;77;Nein;1443
14348-7;6;Spezifisches Gewicht von Peritonealflüssigkeit mit Refraktometrie;Gewicht des Patienten;100;Nein;1446
17608-1;6;Gewicht [Masse/Zeit] von 48-Stunden-Stuhl;Gewicht des Patienten;100;Nein;1447
17609-9;6;Gewicht [Masse/Zeit] von 72-Stunden-Stuhl;Gewicht des Patienten;100;Nein;1448
21612-7;6;Alter - Berichtet;Gewicht des Patienten;62;Nein;1449
25530-7;6;Gewicht [Masse/Zeit] von 24-Stunden-Stuhl;Gewicht des Patienten;100;Nein;1450
29638-4;6;Gewicht von Gewebe;Gewicht des Patienten;100;Nein;1452
2964-5;6;Spezifisches Gewicht von Körperflüssigkeit;Gewicht des Patienten;100;Nein;1453
2965-2;6;Spezifisches Gewicht von Urin;Gewicht des Patienten;100;Nein;1454
30078-0;6;Gewicht von Stuhl;Gewicht des Patienten;100;Nein;1455
33247-8;6;Gewicht von Schweiß;Gewicht des Patienten;100;Nein;1456
44933-0;6;Spezifisches Gewicht von 24-Stunden-Urin mit Refraktometrie;Gewicht des Patienten;100;Nein;1457
50562-8;6;Spezifisches Gewicht von Urin mit automatisierter Refraktometrie;Gewicht des Patienten;100;Nein;1458
