loinc_num;copra_id;loinc_shortname;copra_name;accuracy;is_match;id
50836-6;104974;Calcium Hair-sCnt;NEV_CRRT_ES_Multi_CalciumFiltrat;67;Nein;596
51610-4;104974;Calcium 12h Ur-sRate;NEV_CRRT_ES_Multi_CalciumFiltrat;62;Nein;597
2128-7;104975;Citrate Ur-mCnc;NEV_CRRT_ES_Multi_CitratBlut;60;Nein;598
29527-9;104975;Citrate/Creat Ur-sRto;NEV_CRRT_ES_Multi_CitratBlut;61;Nein;599
34266-7;104975;Citrate Ur-sCnc;NEV_CRRT_ES_Multi_CitratBlut;60;Nein;600
70264-7;113047;Creat Plr/Ser;NEV_CRRT_ES_Multi_praeF;61;Nein;601
70266-2;113047;Creat Prt/Ser;NEV_CRRT_ES_Multi_praeF;61;Nein;602
8867-4;113047;Heart rate;NEV_CRRT_ES_Multi_praeF;60;Nein;603
19254-2;105049;pO2 temp adj Bld;NEV_CRRT_ES_Multi_Temp;62;Nein;604
19255-9;105049;pO2 temp adj BldA;NEV_CRRT_ES_Multi_Temp;62;Nein;605
19256-7;105049;pO2 temp adj BldC;NEV_CRRT_ES_Multi_Temp;62;Nein;606
19258-3;105049;pO2 temp adj BldV;NEV_CRRT_ES_Multi_Temp;62;Nein;607
32771-8;105049;pCO2 temp adj BldA;NEV_CRRT_ES_Multi_Temp;62;Nein;608
33254-4;105049;pH temp adj BldA;NEV_CRRT_ES_Multi_Temp;62;Nein;609
34705-4;105049;pCO2 temp adj Bld;NEV_CRRT_ES_Multi_Temp;62;Nein;610
39485-8;105049;pH temp adj BldC;NEV_CRRT_ES_Multi_Temp;62;Nein;611
39486-6;105049;pH temp adj BldV;NEV_CRRT_ES_Multi_Temp;62;Nein;612
40619-9;105049;pCO2 temp adj BldV;NEV_CRRT_ES_Multi_Temp;62;Nein;613
40620-7;105049;pCO2 temp adj BldC;NEV_CRRT_ES_Multi_Temp;62;Nein;614
47720-8;105049;pH temp adj BldCo;NEV_CRRT_ES_Multi_Temp;62;Nein;615
8330-3;105049;Bdy temp IV;NEV_CRRT_ES_Multi_Temp;62;Nein;616
8334-5;105049;Bdy temp Bladder;NEV_CRRT_ES_Multi_Temp;62;Nein;617
12585-6;104973;Creat 2h Ur-mRate;NEV_CRRT_ES_Multi_Temperatur;62;Nein;618
12586-4;104973;Creat 4h Ur-mRate;NEV_CRRT_ES_Multi_Temperatur;62;Nein;619
12587-2;104973;Creat 6h Ur-mRate;NEV_CRRT_ES_Multi_Temperatur;62;Nein;620
12588-0;104973;Creat 8h Ur-mRate;NEV_CRRT_ES_Multi_Temperatur;62;Nein;621
12589-8;104973;Creat 12h Ur-mRate;NEV_CRRT_ES_Multi_Temperatur;61;Nein;622
13001-3;104973;Mandelate/Creat Ur;NEV_CRRT_ES_Multi_Temperatur;61;Nein;623
13754-7;104973;Hippurate/Creat Ur;NEV_CRRT_ES_Multi_Temperatur;61;Nein;624
13789-3;104973;PETN/Creat Ur;NEV_CRRT_ES_Multi_Temperatur;64;Nein;625
16285-9;104973;Creat/Prot Ur;NEV_CRRT_ES_Multi_Temperatur;64;Nein;626
16689-2;104973;Creat 48h Ur-mRate;NEV_CRRT_ES_Multi_Temperatur;61;Nein;627
16690-0;104973;Creat 72h Ur-mRate;NEV_CRRT_ES_Multi_Temperatur;61;Nein;628
18475-4;104973;Phe/Creat Ur-sRto;NEV_CRRT_ES_Multi_Temperatur;62;Nein;629
2162-6;104973;Creat 24h Ur-mRate;NEV_CRRT_ES_Multi_Temperatur;61;Nein;630
24522-5;104973;Epineph/Creat Ur-sRto;NEV_CRRT_ES_Multi_Temperatur;61;Nein;631
25122-3;104973;PETN/Creat Ur-sRto;NEV_CRRT_ES_Multi_Temperatur;61;Nein;632
28604-7;104973;PETN/Creat Ur-Rto;NEV_CRRT_ES_Multi_Temperatur;62;Nein;633
2890-2;104973;Prot/Creat Ur;NEV_CRRT_ES_Multi_Temperatur;64;Nein;634
30055-8;104973;Phe/Creat Ur-Rto;NEV_CRRT_ES_Multi_Temperatur;65;Nein;635
58372-4;104973;Meprobamate/Creat Ur;NEV_CRRT_ES_Multi_Temperatur;63;Nein;636
58998-6;104973;Creat 18h Ur-mRate;NEV_CRRT_ES_Multi_Temperatur;61;Nein;637
8310-5;104973;Body temperature;NEV_CRRT_ES_Multi_Temperatur;71;Nein;638
93733-4;104973;Creat 5h Ur-mRate;NEV_CRRT_ES_Multi_Temperatur;62;Nein;639
50757-4;104972;CK/CK MB Bld-cRto;NEV_CRRT_MS_Multi_artDruck;60;Nein;640
70266-2;104959;Creat Prt/Ser;NEV_CRRT_MS_Multi_BehandlungszeitAktuell;60;Nein;641
21232-4;104967;Creat BldA-mCnc;NEV_CRRT_MS_Multi_Bilanz;62;Nein;642
21232-4;106402;Creat BldA-mCnc;NEV_CRRT_MS_Multi_Bilanz_ml;62;Nein;643
12181-4;104968;Calcium Fld-sCnc;NEV_CRRT_MS_Multi_Calciumfluss;61;Nein;644
14417-0;104968;Calcium Prt-sCnc;NEV_CRRT_MS_Multi_Calciumfluss;67;Nein;645
16526-6;104968;Calcium/Prot SerPl;NEV_CRRT_MS_Multi_Calciumfluss;63;Nein;646
24518-3;104968;Calcium/Creat Ur-sRto;NEV_CRRT_MS_Multi_Calciumfluss;63;Nein;647
27037-1;104968;Calcium/Creat 2h Ur;NEV_CRRT_MS_Multi_Calciumfluss;62;Nein;648
27172-6;104968;Calcium 24h Stl-mCnt;NEV_CRRT_MS_Multi_Calciumfluss;60;Nein;649
53502-1;104968;Calcium Spec-sCnt;NEV_CRRT_MS_Multi_Calciumfluss;65;Nein;650
14417-0;104962;Calcium Prt-sCnc;NEV_CRRT_MS_Multi_CalciumVolKum;65;Nein;651
16526-6;104962;Calcium/Prot SerPl;NEV_CRRT_MS_Multi_CalciumVolKum;62;Nein;652
24518-3;104962;Calcium/Creat Ur-sRto;NEV_CRRT_MS_Multi_CalciumVolKum;62;Nein;653
27037-1;104962;Calcium/Creat 2h Ur;NEV_CRRT_MS_Multi_CalciumVolKum;60;Nein;654
53502-1;104962;Calcium Spec-sCnt;NEV_CRRT_MS_Multi_CalciumVolKum;63;Nein;655
29527-9;104969;Citrate/Creat Ur-sRto;NEV_CRRT_MS_Multi_Citratfluss;60;Nein;656
70266-2;104970;Creat Prt/Ser;NEV_CRRT_MS_Multi_TMP;60;Nein;657
39982-4;104961;Creat BS Ur-mCnc;NEV_CRRT_MS_Multi_UFR_BFRVerhaeltnis;65;Nein;658
40133-1;104961;Creat BS Ur-sCnc;NEV_CRRT_MS_Multi_UFR_BFRVerhaeltnis;65;Nein;659
50832-5;104961;Boron/Creat Ur-sRto;NEV_CRRT_MS_Multi_UFR_BFRVerhaeltnis;65;Nein;660
75218-8;105013;Case rprt;NEV_CRRT_VO_Balken;62;Nein;661
12181-4;105006;Calcium Fld-sCnc;NEV_CRRT_VO_CalciumLoesung;63;Nein;662
2004-0;105006;Calcium Ur-sCnc;NEV_CRRT_VO_CalciumLoesung;65;Nein;663
24518-3;105006;Calcium/Creat Ur-sRto;NEV_CRRT_VO_CalciumLoesung;60;Nein;664
53502-1;105006;Calcium Spec-sCnt;NEV_CRRT_VO_CalciumLoesung;61;Nein;665
15038-3;105007;Citrate SerPl-sCnc;NEV_CRRT_VO_CitratLoesung;61;Nein;666
2128-7;105007;Citrate Ur-mCnc;NEV_CRRT_VO_CitratLoesung;61;Nein;667
29527-9;105007;Citrate/Creat Ur-sRto;NEV_CRRT_VO_CitratLoesung;62;Nein;668
34266-7;105007;Citrate Ur-sCnc;NEV_CRRT_VO_CitratLoesung;67;Nein;669
13476-7;105011;Silver/Creat Ur;NEV_CRRT_VO_Filter;62;Nein;670
87925-4;105011;RPR CSF-Titr;NEV_CRRT_VO_Filter;61;Nein;671
12181-4;104995;Calcium Fld-sCnc;NEV_CRRT_VO_Multi_CalciumFiltrat;63;Nein;672
14417-0;104995;Calcium Prt-sCnc;NEV_CRRT_VO_Multi_CalciumFiltrat;63;Nein;673
14637-3;104995;Calcium 24h Ur-sRate;NEV_CRRT_VO_Multi_CalciumFiltrat;62;Nein;674
16518-3;104995;Calcium 2h Ur-mRate;NEV_CRRT_VO_Multi_CalciumFiltrat;63;Nein;675
18186-7;104995;Calcium 12h Ur-mRate;NEV_CRRT_VO_Multi_CalciumFiltrat;62;Nein;676
24518-3;104995;Calcium/Creat Ur-sRto;NEV_CRRT_VO_Multi_CalciumFiltrat;65;Nein;677
27037-1;104995;Calcium/Creat 2h Ur;NEV_CRRT_VO_Multi_CalciumFiltrat;63;Nein;678
50836-6;104995;Calcium Hair-sCnt;NEV_CRRT_VO_Multi_CalciumFiltrat;67;Nein;679
51610-4;104995;Calcium 12h Ur-sRate;NEV_CRRT_VO_Multi_CalciumFiltrat;62;Nein;680
2128-7;104996;Citrate Ur-mCnc;NEV_CRRT_VO_Multi_CitratBlut;60;Nein;681
29527-9;104996;Citrate/Creat Ur-sRto;NEV_CRRT_VO_Multi_CitratBlut;61;Nein;682
34266-7;104996;Citrate Ur-sCnc;NEV_CRRT_VO_Multi_CitratBlut;60;Nein;683
70264-7;113048;Creat Plr/Ser;NEV_CRRT_VO_Multi_praeF;61;Nein;684
70266-2;113048;Creat Prt/Ser;NEV_CRRT_VO_Multi_praeF;61;Nein;685
8867-4;113048;Heart rate;NEV_CRRT_VO_Multi_praeF;60;Nein;686
19254-2;105050;pO2 temp adj Bld;NEV_CRRT_VO_Multi_Temp;62;Nein;687
19255-9;105050;pO2 temp adj BldA;NEV_CRRT_VO_Multi_Temp;62;Nein;688
19256-7;105050;pO2 temp adj BldC;NEV_CRRT_VO_Multi_Temp;62;Nein;689
19258-3;105050;pO2 temp adj BldV;NEV_CRRT_VO_Multi_Temp;62;Nein;690
32771-8;105050;pCO2 temp adj BldA;NEV_CRRT_VO_Multi_Temp;62;Nein;691
33254-4;105050;pH temp adj BldA;NEV_CRRT_VO_Multi_Temp;62;Nein;692
34705-4;105050;pCO2 temp adj Bld;NEV_CRRT_VO_Multi_Temp;62;Nein;693
39485-8;105050;pH temp adj BldC;NEV_CRRT_VO_Multi_Temp;62;Nein;694
39486-6;105050;pH temp adj BldV;NEV_CRRT_VO_Multi_Temp;62;Nein;695
40619-9;105050;pCO2 temp adj BldV;NEV_CRRT_VO_Multi_Temp;62;Nein;696
40620-7;105050;pCO2 temp adj BldC;NEV_CRRT_VO_Multi_Temp;62;Nein;697
47720-8;105050;pH temp adj BldCo;NEV_CRRT_VO_Multi_Temp;62;Nein;698
8330-3;105050;Bdy temp IV;NEV_CRRT_VO_Multi_Temp;62;Nein;699
8334-5;105050;Bdy temp Bladder;NEV_CRRT_VO_Multi_Temp;62;Nein;700
12585-6;104994;Creat 2h Ur-mRate;NEV_CRRT_VO_Multi_Temperatur;62;Nein;701
12586-4;104994;Creat 4h Ur-mRate;NEV_CRRT_VO_Multi_Temperatur;62;Nein;702
12587-2;104994;Creat 6h Ur-mRate;NEV_CRRT_VO_Multi_Temperatur;62;Nein;703
12588-0;104994;Creat 8h Ur-mRate;NEV_CRRT_VO_Multi_Temperatur;62;Nein;704
12589-8;104994;Creat 12h Ur-mRate;NEV_CRRT_VO_Multi_Temperatur;61;Nein;705
13001-3;104994;Mandelate/Creat Ur;NEV_CRRT_VO_Multi_Temperatur;61;Nein;706
13754-7;104994;Hippurate/Creat Ur;NEV_CRRT_VO_Multi_Temperatur;61;Nein;707
13789-3;104994;PETN/Creat Ur;NEV_CRRT_VO_Multi_Temperatur;64;Nein;708
16285-9;104994;Creat/Prot Ur;NEV_CRRT_VO_Multi_Temperatur;64;Nein;709
16689-2;104994;Creat 48h Ur-mRate;NEV_CRRT_VO_Multi_Temperatur;61;Nein;710
16690-0;104994;Creat 72h Ur-mRate;NEV_CRRT_VO_Multi_Temperatur;61;Nein;711
18475-4;104994;Phe/Creat Ur-sRto;NEV_CRRT_VO_Multi_Temperatur;62;Nein;712
2162-6;104994;Creat 24h Ur-mRate;NEV_CRRT_VO_Multi_Temperatur;61;Nein;713
24522-5;104994;Epineph/Creat Ur-sRto;NEV_CRRT_VO_Multi_Temperatur;61;Nein;714
25122-3;104994;PETN/Creat Ur-sRto;NEV_CRRT_VO_Multi_Temperatur;61;Nein;715
28604-7;104994;PETN/Creat Ur-Rto;NEV_CRRT_VO_Multi_Temperatur;62;Nein;716
2890-2;104994;Prot/Creat Ur;NEV_CRRT_VO_Multi_Temperatur;64;Nein;717
30055-8;104994;Phe/Creat Ur-Rto;NEV_CRRT_VO_Multi_Temperatur;65;Nein;718
58372-4;104994;Meprobamate/Creat Ur;NEV_CRRT_VO_Multi_Temperatur;63;Nein;719
58998-6;104994;Creat 18h Ur-mRate;NEV_CRRT_VO_Multi_Temperatur;61;Nein;720
8310-5;104994;Body temperature;NEV_CRRT_VO_Multi_Temperatur;71;Nein;721
93733-4;104994;Creat 5h Ur-mRate;NEV_CRRT_VO_Multi_Temperatur;62;Nein;722
75218-8;105010;Case rprt;NEV_CRRT_VO_Option;62;Nein;723
75218-8;105003;Case rprt;NEV_CRRT_VO_SpülloesungAntikoag;62;Nein;724
14934-4;104889;Urate Ur-sCnc;NEV_HD_ES_4008HS_IsoUF_Rate;61;Nein;725
9279-1;104889;Resp rate;NEV_HD_ES_4008HS_IsoUF_Rate;63;Nein;726
12212-7;104882;EBV NA IgG Titr Ser IF;NEV_HD_ES_4008HS_SollNa;100;Nein;727
16825-2;104882;EBV NA IgG Fld Ql;NEV_HD_ES_4008HS_SollNa;100;Nein;728
21260-5;104882;EBV NA Ab Titr Ser IF;NEV_HD_ES_4008HS_SollNa;100;Nein;729
22296-8;104882;EBV NA Ab Ser Ql;NEV_HD_ES_4008HS_SollNa;100;Nein;730
30083-0;104882;EBV NA IgG Ser IA-aCnc;NEV_HD_ES_4008HS_SollNa;100;Nein;731
31372-6;104882;EBV NA Ab Ser-aCnc;NEV_HD_ES_4008HS_SollNa;100;Nein;732
31373-4;104882;EBV NA IgG CSF-aCnc;NEV_HD_ES_4008HS_SollNa;100;Nein;733
31374-2;104882;EBV NA IgG Ser-aCnc;NEV_HD_ES_4008HS_SollNa;100;Nein;734
39103-7;104882;FLUAV NA cDNA Spec NAA+probe;NEV_HD_ES_4008HS_SollNa;100;Nein;735
48584-7;104882;NM ExG GE time p 100mg Na octanoate PO;NEV_HD_ES_4008HS_SollNa;100;Nein;736
48585-4;104882;NM ExG GE time p 100mg Na acetate PO;NEV_HD_ES_4008HS_SollNa;100;Nein;737
49135-7;104882;Fract excret Na Ur+SerPl-Rto;NEV_HD_ES_4008HS_SollNa;100;Nein;738
5155-7;104882;EBV NA IgG Ser Ql IF;NEV_HD_ES_4008HS_SollNa;100;Nein;739
5156-5;104882;EBV NA IgG Ser Ql IA;NEV_HD_ES_4008HS_SollNa;100;Nein;740
53129-3;104882;Na Urate Cry #/area UrnS HPF;NEV_HD_ES_4008HS_SollNa;100;Nein;741
53788-6;104882;Na Urate Cry UrnS Ql Micro;NEV_HD_ES_4008HS_SollNa;100;Nein;742
55134-1;104882;FLUAV NA RNA Islt NAA+probe;NEV_HD_ES_4008HS_SollNa;100;Nein;743
61101-2;104882;FLUAV NA RNA Spec Seq;NEV_HD_ES_4008HS_SollNa;100;Nein;744
66493-8;104882;EBV NA 1 IgG Ser-aCnc;NEV_HD_ES_4008HS_SollNa;100;Nein;745
72200-9;104882;FLUAV NA seg sequence ID Islt Seq;NEV_HD_ES_4008HS_SollNa;100;Nein;746
7883-2;104882;EBV NA IgG Ser Ql;NEV_HD_ES_4008HS_SollNa;100;Nein;747
7884-0;104882;EBV NA IgM Ser Ql;NEV_HD_ES_4008HS_SollNa;100;Nein;748
87716-7;104882;FLUAV NA gene Islt-Seq;NEV_HD_ES_4008HS_SollNa;100;Nein;749
92244-3;104882;Micro resist mut NA change type Islt/Spm;NEV_HD_ES_4008HS_SollNa;100;Nein;750
92245-0;104882;Micro resist mut NA change Islt/Spm;NEV_HD_ES_4008HS_SollNa;100;Nein;751
8310-5;104880;Body temperature;NEV_HD_ES_4008HS_Temperatur;77;Nein;752
12212-7;104898;EBV NA IgG Titr Ser IF;NEV_HD_ES_4008onl_SollNa;100;Nein;753
16825-2;104898;EBV NA IgG Fld Ql;NEV_HD_ES_4008onl_SollNa;100;Nein;754
21260-5;104898;EBV NA Ab Titr Ser IF;NEV_HD_ES_4008onl_SollNa;100;Nein;755
22296-8;104898;EBV NA Ab Ser Ql;NEV_HD_ES_4008onl_SollNa;100;Nein;756
30083-0;104898;EBV NA IgG Ser IA-aCnc;NEV_HD_ES_4008onl_SollNa;100;Nein;757
31372-6;104898;EBV NA Ab Ser-aCnc;NEV_HD_ES_4008onl_SollNa;100;Nein;758
31373-4;104898;EBV NA IgG CSF-aCnc;NEV_HD_ES_4008onl_SollNa;100;Nein;759
31374-2;104898;EBV NA IgG Ser-aCnc;NEV_HD_ES_4008onl_SollNa;100;Nein;760
39103-7;104898;FLUAV NA cDNA Spec NAA+probe;NEV_HD_ES_4008onl_SollNa;100;Nein;761
48584-7;104898;NM ExG GE time p 100mg Na octanoate PO;NEV_HD_ES_4008onl_SollNa;100;Nein;762
48585-4;104898;NM ExG GE time p 100mg Na acetate PO;NEV_HD_ES_4008onl_SollNa;100;Nein;763
49135-7;104898;Fract excret Na Ur+SerPl-Rto;NEV_HD_ES_4008onl_SollNa;100;Nein;764
5155-7;104898;EBV NA IgG Ser Ql IF;NEV_HD_ES_4008onl_SollNa;100;Nein;765
5156-5;104898;EBV NA IgG Ser Ql IA;NEV_HD_ES_4008onl_SollNa;100;Nein;766
53129-3;104898;Na Urate Cry #/area UrnS HPF;NEV_HD_ES_4008onl_SollNa;100;Nein;767
53788-6;104898;Na Urate Cry UrnS Ql Micro;NEV_HD_ES_4008onl_SollNa;100;Nein;768
55134-1;104898;FLUAV NA RNA Islt NAA+probe;NEV_HD_ES_4008onl_SollNa;100;Nein;769
61101-2;104898;FLUAV NA RNA Spec Seq;NEV_HD_ES_4008onl_SollNa;100;Nein;770
66493-8;104898;EBV NA 1 IgG Ser-aCnc;NEV_HD_ES_4008onl_SollNa;100;Nein;771
72200-9;104898;FLUAV NA seg sequence ID Islt Seq;NEV_HD_ES_4008onl_SollNa;100;Nein;772
7883-2;104898;EBV NA IgG Ser Ql;NEV_HD_ES_4008onl_SollNa;100;Nein;773
7884-0;104898;EBV NA IgM Ser Ql;NEV_HD_ES_4008onl_SollNa;100;Nein;774
87716-7;104898;FLUAV NA gene Islt-Seq;NEV_HD_ES_4008onl_SollNa;100;Nein;775
92244-3;104898;Micro resist mut NA change type Islt/Spm;NEV_HD_ES_4008onl_SollNa;100;Nein;776
92245-0;104898;Micro resist mut NA change Islt/Spm;NEV_HD_ES_4008onl_SollNa;100;Nein;777
8310-5;104896;Body temperature;NEV_HD_ES_4008onl_Temperatur;77;Nein;778
6179-6;104873;Mouse Epith IgE Qn;NEV_HD_MS_4008HS_Leitfähigkeit;61;Nein;779
281-6;106390;Imipenem Titr SBT;NEV_HD_MS_4008HS_Rest_Zeit_min;61;Nein;780
6179-6;104864;Mouse Epith IgE Qn;NEV_HD_MS_4008onl_Leitfähigkeit;61;Nein;781
281-6;106385;Imipenem Titr SBT;NEV_HD_MS_4008onl_Rest_Zeit_min;61;Nein;782
12212-7;104938;EBV NA IgG Titr Ser IF;NEV_HD_VO_4008HS_Soll_Na;100;Nein;783
16825-2;104938;EBV NA IgG Fld Ql;NEV_HD_VO_4008HS_Soll_Na;100;Nein;784
21260-5;104938;EBV NA Ab Titr Ser IF;NEV_HD_VO_4008HS_Soll_Na;100;Nein;785
22296-8;104938;EBV NA Ab Ser Ql;NEV_HD_VO_4008HS_Soll_Na;100;Nein;786
30083-0;104938;EBV NA IgG Ser IA-aCnc;NEV_HD_VO_4008HS_Soll_Na;100;Nein;787
31372-6;104938;EBV NA Ab Ser-aCnc;NEV_HD_VO_4008HS_Soll_Na;100;Nein;788
31373-4;104938;EBV NA IgG CSF-aCnc;NEV_HD_VO_4008HS_Soll_Na;100;Nein;789
31374-2;104938;EBV NA IgG Ser-aCnc;NEV_HD_VO_4008HS_Soll_Na;100;Nein;790
39103-7;104938;FLUAV NA cDNA Spec NAA+probe;NEV_HD_VO_4008HS_Soll_Na;100;Nein;791
48584-7;104938;NM ExG GE time p 100mg Na octanoate PO;NEV_HD_VO_4008HS_Soll_Na;100;Nein;792
48585-4;104938;NM ExG GE time p 100mg Na acetate PO;NEV_HD_VO_4008HS_Soll_Na;100;Nein;793
49135-7;104938;Fract excret Na Ur+SerPl-Rto;NEV_HD_VO_4008HS_Soll_Na;100;Nein;794
5155-7;104938;EBV NA IgG Ser Ql IF;NEV_HD_VO_4008HS_Soll_Na;100;Nein;795
5156-5;104938;EBV NA IgG Ser Ql IA;NEV_HD_VO_4008HS_Soll_Na;100;Nein;796
53129-3;104938;Na Urate Cry #/area UrnS HPF;NEV_HD_VO_4008HS_Soll_Na;100;Nein;797
53788-6;104938;Na Urate Cry UrnS Ql Micro;NEV_HD_VO_4008HS_Soll_Na;100;Nein;798
55134-1;104938;FLUAV NA RNA Islt NAA+probe;NEV_HD_VO_4008HS_Soll_Na;100;Nein;799
61101-2;104938;FLUAV NA RNA Spec Seq;NEV_HD_VO_4008HS_Soll_Na;100;Nein;800
66493-8;104938;EBV NA 1 IgG Ser-aCnc;NEV_HD_VO_4008HS_Soll_Na;100;Nein;801
72200-9;104938;FLUAV NA seg sequence ID Islt Seq;NEV_HD_VO_4008HS_Soll_Na;100;Nein;802
7883-2;104938;EBV NA IgG Ser Ql;NEV_HD_VO_4008HS_Soll_Na;100;Nein;803
7884-0;104938;EBV NA IgM Ser Ql;NEV_HD_VO_4008HS_Soll_Na;100;Nein;804
87716-7;104938;FLUAV NA gene Islt-Seq;NEV_HD_VO_4008HS_Soll_Na;100;Nein;805
92244-3;104938;Micro resist mut NA change type Islt/Spm;NEV_HD_VO_4008HS_Soll_Na;100;Nein;806
92245-0;104938;Micro resist mut NA change Islt/Spm;NEV_HD_VO_4008HS_Soll_Na;100;Nein;807
29953-7;104939;ANA Titr Ser;NEV_HD_VO_4008HS_Start_Na;60;Nein;808
50794-7;104939;OF start NFr RBC;NEV_HD_VO_4008HS_Start_Na;77;Nein;809
82752-7;104939;Travel start date;NEV_HD_VO_4008HS_Start_Na;77;Nein;810
8665-2;104939;LMP Start date;NEV_HD_VO_4008HS_Start_Na;77;Nein;811
8310-5;104936;Body temperature;NEV_HD_VO_4008HS_Temperatur;77;Nein;812
12301-8;104941;Procaine Ur Ql;NEV_HD_VO_4008HS_UF_Profil;61;Nein;813
2887-8;104941;Prot Ur Ql;NEV_HD_VO_4008HS_UF_Profil;63;Nein;814
12212-7;104923;EBV NA IgG Titr Ser IF;NEV_HD_VO_4008onl_SollNa;100;Nein;815
16825-2;104923;EBV NA IgG Fld Ql;NEV_HD_VO_4008onl_SollNa;100;Nein;816
21260-5;104923;EBV NA Ab Titr Ser IF;NEV_HD_VO_4008onl_SollNa;100;Nein;817
22296-8;104923;EBV NA Ab Ser Ql;NEV_HD_VO_4008onl_SollNa;100;Nein;818
30083-0;104923;EBV NA IgG Ser IA-aCnc;NEV_HD_VO_4008onl_SollNa;100;Nein;819
31372-6;104923;EBV NA Ab Ser-aCnc;NEV_HD_VO_4008onl_SollNa;100;Nein;820
31373-4;104923;EBV NA IgG CSF-aCnc;NEV_HD_VO_4008onl_SollNa;100;Nein;821
31374-2;104923;EBV NA IgG Ser-aCnc;NEV_HD_VO_4008onl_SollNa;100;Nein;822
39103-7;104923;FLUAV NA cDNA Spec NAA+probe;NEV_HD_VO_4008onl_SollNa;100;Nein;823
48584-7;104923;NM ExG GE time p 100mg Na octanoate PO;NEV_HD_VO_4008onl_SollNa;100;Nein;824
48585-4;104923;NM ExG GE time p 100mg Na acetate PO;NEV_HD_VO_4008onl_SollNa;100;Nein;825
49135-7;104923;Fract excret Na Ur+SerPl-Rto;NEV_HD_VO_4008onl_SollNa;100;Nein;826
5155-7;104923;EBV NA IgG Ser Ql IF;NEV_HD_VO_4008onl_SollNa;100;Nein;827
5156-5;104923;EBV NA IgG Ser Ql IA;NEV_HD_VO_4008onl_SollNa;100;Nein;828
53129-3;104923;Na Urate Cry #/area UrnS HPF;NEV_HD_VO_4008onl_SollNa;100;Nein;829
53788-6;104923;Na Urate Cry UrnS Ql Micro;NEV_HD_VO_4008onl_SollNa;100;Nein;830
55134-1;104923;FLUAV NA RNA Islt NAA+probe;NEV_HD_VO_4008onl_SollNa;100;Nein;831
61101-2;104923;FLUAV NA RNA Spec Seq;NEV_HD_VO_4008onl_SollNa;100;Nein;832
66493-8;104923;EBV NA 1 IgG Ser-aCnc;NEV_HD_VO_4008onl_SollNa;100;Nein;833
72200-9;104923;FLUAV NA seg sequence ID Islt Seq;NEV_HD_VO_4008onl_SollNa;100;Nein;834
7883-2;104923;EBV NA IgG Ser Ql;NEV_HD_VO_4008onl_SollNa;100;Nein;835
7884-0;104923;EBV NA IgM Ser Ql;NEV_HD_VO_4008onl_SollNa;100;Nein;836
87716-7;104923;FLUAV NA gene Islt-Seq;NEV_HD_VO_4008onl_SollNa;100;Nein;837
92244-3;104923;Micro resist mut NA change type Islt/Spm;NEV_HD_VO_4008onl_SollNa;100;Nein;838
92245-0;104923;Micro resist mut NA change Islt/Spm;NEV_HD_VO_4008onl_SollNa;100;Nein;839
8310-5;104921;Body temperature;NEV_HD_VO_4008onl_Temperatur;77;Nein;840
77599-9;102504;Additional documentation;Nierenersatzverfahren_Dokumentation_Abschluss;64;Nein;841
77599-9;101404;Additional documentation;Nierenersatzverfahren_Dokumentation_Antikoagulatio;73;Nein;842
77599-9;101417;Additional documentation;Nierenersatzverfahren_Dokumentation_Balken;65;Nein;843
77599-9;101398;Additional documentation;Nierenersatzverfahren_Dokumentation_Blutfluss;64;Nein;844
77599-9;102503;Additional documentation;Nierenersatzverfahren_Dokumentation_BlutflussEinst;62;Nein;845
77599-9;101405;Additional documentation;Nierenersatzverfahren_Dokumentation_Option;65;Nein;846
77599-9;101391;Additional documentation;Nierenersatzverfahren_Dokumentation_Verfahren;65;Nein;847
12181-4;102721;Calcium Fld-sCnc;Nierenersatzverfahren_Einstell_Calcium;100;Nein;848
14415-4;102721;Calcium Amn-sCnc;Nierenersatzverfahren_Einstell_Calcium;100;Nein;849
14417-0;102721;Calcium Prt-sCnc;Nierenersatzverfahren_Einstell_Calcium;100;Nein;850
14637-3;102721;Calcium 24h Ur-sRate;Nierenersatzverfahren_Einstell_Calcium;100;Nein;851
16271-9;102721;Calcium 30M p chal SerPl-mCnc;Nierenersatzverfahren_Einstell_Calcium;100;Nein;852
16518-3;102721;Calcium 2h Ur-mRate;Nierenersatzverfahren_Einstell_Calcium;100;Nein;853
16519-1;102721;Calcium 10M p chal SerPl-sCnc;Nierenersatzverfahren_Einstell_Calcium;100;Nein;854
16526-6;102721;Calcium/Prot SerPl;Nierenersatzverfahren_Einstell_Calcium;100;Nein;855
17861-6;102721;Calcium SerPl-mCnc;Nierenersatzverfahren_Einstell_Calcium;100;Nein;856
17862-4;102721;Calcium Ur-mCnc;Nierenersatzverfahren_Einstell_Calcium;100;Nein;857
18186-7;102721;Calcium 12h Ur-mRate;Nierenersatzverfahren_Einstell_Calcium;100;Nein;858
1996-8;102721;Calcium Bld-sCnc;Nierenersatzverfahren_Einstell_Calcium;100;Nein;859
1998-4;102721;Calcium Dial fld-sCnc;Nierenersatzverfahren_Einstell_Calcium;100;Nein;860
2000-8;102721;Calcium SerPl-sCnc;Nierenersatzverfahren_Einstell_Calcium;100;Nein;861
2001-6;102721;Calcium 24h Stl-sCnc;Nierenersatzverfahren_Einstell_Calcium;100;Nein;862
