"73978-9;vWf:Ac PPP IA-aCnc"
"26636-1;Candida Ab Ser Ql"
"25486-2;Nickel SerPl-sCnc"
"582-7;Gp B Strep Genital Ql Cult"
"50876-2;Mercury Hair-sCnt"
"98131-6;SARS-CoV-2 ORF1b Resp Ql NAA+probe"
"23202-5;Leptospira IgM Ser Ql"
"86234-2;N men sg A sacB Ct Spec Qn NAA+probe"
"95409-9;SARS-CoV-2 N gene Nose Ql NAA+probe"
"32602-5;HIV1+2 Ab CSF Ql"
"7200-9;C globosum IgE Qn"
"14585-4;Albumin/Creat Ur-sRto"
"88585-5;Legionella Lower resp Cult"
"38474-3;Acylcarnitine DBS-sCnc"
"49846-9;HCV core Ag Bld/Mar Donr Ql"
"54010-4;Lysosome Ab Titr Ser IF"
"34412-7;Mitochondria M9 Ab Ser Ql"
"97950-0;ONN virus RNA Spec Ql NAA+probe"
"43237-7;Thrombopoietin PPP IA-mCnc"
"16901-1;Gliadin IgA Ser Ql"
"12459-4;ACTH sp3 p chal Plas-mCnc"
"29896-8;Cryptoc Ag CSF Ql IA"
"25844-2;Alanine/Creat 24h Ur-sRto"
"25149-6;Ca Phos Cry #/area UrnS HPF"
"6528-4;RABV Ag Tiss Ql IF"
"5877-6;RSV Ag Spec Ql IF"
"100889-5;MVPX Clade I DNA Spec Ql NAA+probe"
"7881-6;EV RNA Nose Ql NAA+probe"
"31494-8;LCMV IgM CSF-aCnc"
"12363-8;carBAMazepine Ur Ql"
"57004-4;Glucose/Creat 24h Ur"
"26625-4;Coccidioides Ab Ser Ql"
"4385-1;Pentobarb Dose"
"392-1;Penicillin G Islt MIC"
"19288-0;Cannabinoids Tested Ur Scn"
"13447-8;Creat Cl/1.73 sq M 6h Ur+SerPl-ArVRat"
"25499-5;Adrenal cortex Ab Titr Ser IF"
"50490-2;Gastrin sp6 SerPl-mCnc"
"4225-9;Phenytoin Dose"
"9658-6;G lamblia IgA Ser-aCnc"
"2861-3;Albumin CSF Elph-mCnc"
"13041-9;C peptide 2h p chal SerPl-mCnc"
"5213-4;Heteroph Ab Ser Ql LA"
"10919-9;Anisakis IgE Qn"
"82463-1;Aluminum Bld-sCnc"
"30998-9;Timothy (rPhl p) 6 IgE Qn"
"60591-5;Patient summary Doc"
"23583-8;WEEV Ab Ser Ql Aggl"
"83116-4;Testost SerPl IA-mCnc"
"7563-0;Paprika IgE Qn"
"47263-9;cAMP sp3 p chal Ur-sCnc"
"32532-4;CD3+CD4+ Cells # Mar"
"42351-7;Cefepime+Clav Islt MIC"
"3964-4;PPA SerPl-mCnc"
"49713-1;HPIV Ab Titr Ser CF"
"1730-1;ATPase Smn-cCnc"
"89489-9;rifAMPin Islt Genotyp"
"33949-9;Potassium/Creat Ur-sRto"
"7817-0;B burgdor IgG Ser-aCnc"
"6204-2;Pea IgE Qn"
"53946-0;E coli SXT Spec"
"62478-3;A fumigatus DNA Spec Ql NAA+probe"
"56916-0;C burnet IgM sp2 Ser IF-aCnc"
"13980-8;Albumin MFr SerPl Elph"
"55875-9;Homocitrulline CSF-sCnc"
"6377-6;CMV Ag SerPl Ql IF"
"49056-5;Shigella Sertyp Islt Aggl"
"46217-6;M TB IFN-g CD4+ T-cells Bld-aCnc"
"20991-6;AT III PPP-Imp"
"50836-6;Calcium Hair-sCnt"
"25759-2;IGF sp11 p chal SerPl-sCnc"
"29660-8;B19V IgG Ser Ql IA"
"12462-8;ACTH sp6 p chal Plas-mCnc"
"25086-0;B-AIB/Creat Ur-sRto"
"50898-6;Phosphate Hair-sCnt"
"21145-8;Carrot IgG RAST Ql"
"14681-1;Creat DiafP-sCnc"
"26626-2;C trach L2 Ab Ser Ql"
"14327-1;Squamous Spt Ql Micro"
"48669-6;Albumin & Ig Quotient Ser+CSF-Imp"
"14798-3;Iron SerPl-sCnc"
"56475-7;Salmonella sp Ag form Islt Aggl"
"6719-9;Cherry IgE Qn"
"52776-2;CT.intrinsic Bld ROTEM"
"51834-0;Tryptase SerPl-sCnc"
"13056-7;Platelet # Plas Auto"
"25302-1;ALT Fld-cCnc"
"56519-2;11DC 30M p chal SerPl-mCnc"
"5186-2;HBV core IgM Ser RIA-aCnc"
"41102-5;GJB1 gene Mut Anl Bld/T"
"32043-2;Uropor/Creat 24h Ur-sRto"
"52780-4;MCF.platelet inhib Bld ROTEM"
"49005-2;Calcium DiafP-sCnc"
"25977-0;PYD 24h Ur-sCnc"
"30996-3;Timothy (rPhl p) 5 IgE Qn"
"94845-5;SARS-CoV-2 RNA Sal Ql NAA+probe"
"34206-3;11DC/Creat Ur-sRto"
"5838-8;CMV Spec Ql Cult"
"45136-9;Endomysium IgG Ser-aCnc"
"533-0;Mycobacterium Bld Cult"
"51617-9;Color Dial fld"
"22860-1;B anthracis Ab Ser Ql"
"15711-5;Douglas Fir IgE RAST Ql"
"29993-3;Eosinophil Spt Ql Wright Stn"
"1781-4;ALP Regan SerPl-cCnc"
"80515-0;Kappa LC Free Ser Neph-mCnc"
"19322-7;6MAM Ur Ql Cfm"
"49274-4;Interpretation SerPl IEP-Imp"
"29851-3;JCV IgG Ser-aCnc"
"30185-3;Epid Allerg Mix1 IgE Qn"
"32776-7;RBC UrnS Ql Micro"
"54149-0;ANA Homogen Ser Ql IF"
"44322-6;Il6 SerPl Ql"
"25822-8;S aureus Etx B IgE Qn"
"42891-2;HCG Fld-aCnc"
"13488-2;aPTT Cont PPP"
"7078-9;Ampicillin IgM Qn"
"32020-0;Hcys Ur-sCnc"
"15213-2;Epid Allerg Mix2 IgE Ql"
"7617-4;Plum IgG Qn"
"13270-4;M pneumo IgA Ser-aCnc"
"33508-3;HIV1 p65+p66 Ab Ser Ql IB"
"30179-6;POWV IgM Titr Spec IF"
"54393-4;Glucose sp10 p chal SerPl-sCnc"
"29787-9;JCV IgM Spec Ql IF"
"43850-7;Coccidioides IgM Ser Ql IA"
"32383-2;Pristinamycin Susc Islt"
"25184-3;rifAMPin 14 ug/mL Islt SlowMyco"
"77029-7;Resp path DNA+RNA 14 pnl Nph NAA+probe"
"16181-0;Tricyclics Ur Cfm-mCnc"
"19725-1;A flavus IgG Ser Ql"
"47773-7;GH 45M p Ins IV SerPl-aCnc"
"3391-0;BZE SerPl Ql"
"31152-2;BJ Protein 24h Ur Ql"
"26758-3;Cocaine Stl-mCnt"
"53260-6;GBM Ab Ser Ql IF"
"1627-9;GH 1.5h p Ins IV SerPl-mCnc"
"338-4;Miocamycin Islt MLC"
"46198-8;M pneumo IgG Ser Ql"
"6852-8;Green Pepper IgE Qn"
"25154-6;Unident Crys #/area UrnS HPF"
"2175-8;Cystine Bld Ql"
"82300-5;Shigella Stl Ql Cult"
"50538-8;TSH sp6 SerPl-aCnc"
"95659-9;HAdV RNA Spec Ql NAA+probe"
"12955-1;T3 sp4 p chal SerPl-mCnc"
"8272-7;Cefepime Islt KB"
"88244-9;Acinetobacter sp rpsA Bld Pos Ql Probe"
"5392-6;T pallidum Ab Ser Immob-aCnc"
"50446-4;ACTH sp2 Plas-mCnc"
"3690-5;Imipramine SerPl-mCnc"
"34291-5;Estradiol/Creat Ur-sRto"
"31005-2;Epid Allerg Mix B IgE Ql"
"6866-8;17OHCS 24h Ur-mCnc"
"43583-4;LPa SerPl-sCnc"
"33851-7;Progest sp10 p chal SerPl-mCnc"
"7289-2;Duck Feather IgG Qn"
"15827-9;Mackerel IgE RAST Ql"
"15667-9;Cucumber IgE RAST Ql"
"17015-9;FLUBV IgG Ser-aCnc"
"22333-9;HSV1 IgG Titr CSF"
"6390-9;Echinococcus Ab Ser CF-aCnc"
"82383-1;DENV 2+4 RNA Ser Ql NAA+probe"
"47003-9;VZV DNA # SerPl NAA+probe"
"2534-6;LDH Ur-cCnc"
"93767-2;Eravacycline Islt Grad strip"
"24436-8;3Me-crotonylglycine/Creat Ur-sRto"
"88200-1;FLUV Corn/Cnjt Cult"
"19053-8;Brucella Ab Titr Ser Aggl"
"21278-7;FSH 45M p GnRH SerPl-aCnc"
"70218-3;Trigl Bld-sCnc"
"92976-0;FLUBV RNA Lower resp Ql NAA+non-probe"
"31531-7;Neuronal Ab CSF Ql"
"96536-8;Bunyamwera virus IgM Spec Ql IA"
"2028-9;CO2 SerPl-sCnc"
"6509-4;N men rRNA CSF Ql Probe"
"9774-1;Metoclopramide SerPl-mCnc"
"34218-8;17OHCS Ur-sCnc"
"559-5;Chlamydia Urth Cult"
"26995-1;CarboxyTHC Bld-mCnc"
"20385-1;rifAMPin Islt SlowMyco"
"41694-1;Everninomicin Islt MIC"
"51440-6;M Protein 3 Ur Elph-mCnc"
"50420-9;ACTH p 500 ug Dex Plas-mCnc"
"34285-7;Ehrlichia Ab Titr Ser CF"
"94396-9;FLUAV H1 RNA Lower resp Ql NAA+probe"
"2597-3;Magnesium RBC-sCnc"
"25466-4;Manganese Bld-sCnc"
"13914-7;HAdV IgG Ser-aCnc"
"15105-0;Flecainide SerPl-sCnc"
"49448-4;T gondii DNA # Spec NAA+probe"
"25209-8;cycloSERINE 30 ug/mL Islt SlowMyco"
"41495-3;Haem influ B Ag Fld Ql"
"22127-5;B burgdor IgG Fld-aCnc"
"3080-9;Tyrosine Ur-mCnc"
"15075-5;Glucose Dial fld-sCnc"
"97933-6;SFSV RNA Spec Ql NAA+probe"
"606-4;Bacteria CSF Cult"
"16688-4;CK Fld-cCnc"
"6279-4;White Bean IgE Qn"
"5955-0;TT Cont PPP"
"14939-3;UUN 24h Ur-sRate"
"39013-8;RUBV IgG CSF Ql"
"30269-5;lamiVUDine Islt Phenotyp"
"22236-4;CV B6 Ab Titr Ser"
"22234-9;CV B5 Ab Titr Ser"
"14693-6;Norclobazam SerPl-sCnc"
"49449-2;T gondii DNA # SerPl NAA+probe"
"15757-8;Guar gum IgE RAST Ql"
"35285-6;tTG IgA Ser Ql"
"5807-3;RBC Casts #/area UrnS LPF"
"5005-4;EBV DNA Spec Ql NAA+probe"
"14422-0;Bilirub Prt-mCnc"
"89662-1;Acid fast Stn Lower resp"
"96534-3;HRTV IgM Spec Ql IA"
"5162-3;F hepatica Ab Ser-aCnc"
"42857-3;Calcium BldV-sCnc"
"12714-2;Me-histamine Ur-mCnc"
"32086-1;Lidocain Spec Ql"
"40544-9;Monocytes/leuk NFr Bronch Manual"
"15623-2;Cheddar IgE RAST Ql"
"42866-4;CD117 Cells NFr Mar"
"40650-4;Mesothl Cell/leuk NFr Bld Manual"
"15661-2;Cow Dander IgE RAST Ql"
"41405-2;HPIV2 IgG Ser IA-aCnc"
"14624-1;Barbiturates Gast Ql"
"26582-7;Hcys/Creat Ur-sRto"
"277-4;Hetacillin Titr SBT"
"30388-3;RBC # Pcar"
"14597-9;Amitrip SerPl-sCnc"
"6225-7;Rat Serum Prot IgE Qn"
"16165-3;Glucose 10 AM SerPl-mCnc"
"47120-1;Meprobamate Ur-sCnc"
"25850-9;Ammonia 24h Ur-sCnc"
"56207-4;Casein IgG4-mCnc"
"21032-8;TT Bld-Imp"
"22745-4;Ethanol Ur-sCnc"
"32739-5;Beta2 Glob Fld Elph-mCnc"
"32330-3;Mercury SerPl-sCnc"
"9338-5;RF IgM Ser IA-aCnc"
"15602-6;Caraway IgE RAST Ql"
"35668-3;Gentamicin SerPl-mCnc"
"95682-1;JEV IgM Spec Ql IA"
"40824-5;vWF Cp Inhib PPP-aCnc"
"27042-1;Methohexital SerPl-mCnc"
"35669-1;Amikacin SerPl-mCnc"
"15028-4;Androst 24h Ur-sRate"
"3692-1;Imipramine Ur-mCnc"
"49365-0;HBV DNA # Tiss NAA+probe"
"48091-3;ACTH 12 AM Plas-mCnc"
"40728-8;HSV IgG Ser Ql IA"
"6247-1;Silk IgE Qn"
"71429-5;Campy sp DNA.diarrhea Stl Ql NAA+probe"
"31366-8;Endomysium IgA Ser-aCnc"
"32031-7;PS IgA Ser IA-aCnc"
"88190-4;Crimean-Congo virus IgM Ser Ql IA"
"15283-5;Silver Birch IgE Qn"
"7340-3;Goat Milk IgE Qn"
"50426-6;ACTH 20M p 100 ug CRH IV Plas-mCnc"
"25744-4;Quinoa IgE RAST Ql"
"22604-3;VZV IgG sp2 Ser-aCnc"
"34337-6;Mercury 24h Ur-sCnc"
"51537-9;Silver Birch IgG Ql"
"56990-5;T gondii IgG Avidity Ser IA-Rto"
"47051-8;T pallidum IgG CSF IF-aCnc"
"41702-2;Mezlocillin Islt Grad strip"
"1329-2;V Ab SerPl BPU Ql"
"22725-6;Ornithine Spec-sCnc"
"17087-8;Loperamide SerPl-mCnc"
"51165-9;CD34 Blasts Bld-aCnc"
"15665-3;Crawfish IgE RAST Ql"
"34245-1;Arsenic 24h Ur-sCnc"
"15772-7;Herring IgE RAST Ql"
"32175-2;Coarse Gran Casts UrnS Ql Micro"
"82212-2;RVA RNA Stl Ql NAA+non-probe"
"29533-7;Cryptoc Ag Spec Ql"
"17047-2;Ltx Bencard IgE Qn"
"12946-0;TSH sp7 p chal SerPl-aCnc"
"34394-7;Food Allerg Mix26 IgE Ql"
"28649-2;pO2 BldCoV"
"71692-8;Platelets.reticulated # Bld Auto"
"55617-5;Other Antibiotic Islt Grad strip"
"74220-5;Dabigatran PPP-mCnc"
"12798-5;Oxalate sp10 p chal Ur-mCnc"
"21275-3;FSH 15M p GnRH SerPl-aCnc"
"15186-0;IgM Ser Ql IEP"
"23641-4;Quinupristin+Dalfoprist Islt MIC"
"51838-1;T pallidum IgG Ser IA-aCnc"
"96898-2;SARS-CoV-2 N gene Ct OPA wash Qn NAA+prb"
"15037-5;Chymotryp Stl-sCnt"
"25981-2;Serotonin 24h Ur-sCnc"
"3294-6;Acebutolol Ur-mCnc"
"25589-3;Citalopram SerPl-sCnc"
"11067-6;Bleeding time Patient"
"15214-0;Epidermal Mix 70 IgE Ql"
"51638-5;Erythrocyte aggregates Bld Ql Smear"
"28642-7;SaO2 % BldCoA"
"5824-8;HAdV Ag Conjunct Ql IF"
"57694-2;Cortis sp7 Sal-mCnc"
"31920-2;N men sg W135 Ag Spec Ql"
"684-1;Resp Mycoplasma Spt Cult"
"23147-2;JEV Ab Titr Ser"
"100343-3;FLUBV RNA Sal Ql NAA+probe"
"5892-5;Prot S PPP-aCnc"
"51814-2;L pneumo IgM Ser IA-aCnc"
"43980-2;RABV NAb Titr Ser Nt"
"13062-5;Platelet IgA Ser-aCnc"
"2013-1;Cancer Ag50 SerPl Ql"
"21007-0;HIV1 Ab Ser Donr Ql"
"19416-7;THC Ur Ql Cfm"
"15109-2;Midazolam SerPl-sCnc"
"25331-0;B pert IgG Titr Ser"
"14821-3;Lymphocytes/leuk NFr Prt Manual"
"32531-6;CD3+CD25+ Cells NFr Mar"
"12875-1;HIV1 p64 Ab Ser Ql IB"
"17083-7;LDL Fld-mCnc"
"73642-1;Iclaprim Islt KB"
"2975-1;Sulfate Ur-mCnc"
"1924-0;Base deficit BldV-sCnc"
"5841-2;EV Islt Nt"
"45120-3;VSIV Ag Spec Ql IA"
"96826-3;Cardio Score SOFA"
"202-2;Colistimethate Islt KB"
"32335-2;Pipecolate Ur-sCnc"
"47308-2;E granulosus IgG Ser IA-aCnc"
"34571-0;Screen aPTT"
"53018-8;ENA SS-a 60kD Ab Ser Ql"
"5574-9;Aluminum SerPl-mCnc"
"31028-4;Amprenavir SerPl-mCnc"
"50615-4;Breath H2 5h p chal"
"80375-9;Norovirus Ag Stl Ql IA.rapid"
"34224-6;3A-diol G 24h Ur-sCnc"
"2001-6;Calcium 24h Stl-sCnc"
"3414-0;Buprenorphine Ur Ql"
"18881-3;Cefmetazole Susc Islt"
"31616-6;RUBV IgM Ser Ql"
"29803-4;LACV IgM CSF Ql IF"
"6855-1;Common Reed IgE Qn"
"6069-9;Chestnut Poln IgE Qn"
"31792-5;Cryptoc Ag Spec-aCnc"
"25491-2;Ornithine 24h Ur-sRate"
"13521-0;Blasts/leuk NFr CSF Manual"
"28601-3;OH-Proline/Creat Ur-Rto"
"13440-3;Interpretation Ur IFE-Imp"
"34910-0;Imm Basophils # Bld"
"44869-6;H capsul Ab Ser Ql CIE"
"28543-7;Basophils/leuk NFr Fld"
"31007-8;Food Allerg Mix23 IgE Ql"
"15388-2;M hominis Spec Ql Cult"
"12460-2;ACTH sp4 p chal Plas-mCnc"
"25138-9;Taurine/Creat Ur-sRto"
"89372-7;MTB rpoB RIF resist mut Islt/Spm Ql"
"5191-2;HBV e Ag Ser IA-aCnc"
"12211-9;Epi Cells Vag Ql Wet Prep"
"10723-5;T gondii IgA Ser IA-aCnc"
"40679-3;T pallidum IgG Ser Ql IB"
"14474-1;C trach Ag UrnS Ql IA"
"73672-8;Salmonella phage type Islt"
"15951-7;Plaice IgE RAST Ql"
"6150-7;Ispaghula IgE Qn"
"18776-5;Plan of care note"
"18484-6;Ku Ab Ser Ql"
"51536-1;Egg White IgG Ql"
"51545-2;Budgie Drop IgG Ql"
"576-9;Fungus Snv Cult"
"264-2;Fusidate Titr SBT"
"14922-9;T gondii IgA+IgE Ser IA-aCnc"
"40976-3;HAdV DNA Spec NAA+probe"
"19175-9;B-HCG Amn-sCnc"
"51103-0;CD19 Blasts Mar-aCnc"
"61165-7;HBV T184I Islt Ql Genotyp"
"31754-5;Brucella Ag Placenta Ql"
"73616-5;Omadacycline Islt MIC"
"15562-2;Castor Bean IgE RAST Ql"
"4057-6;Tobramycin Peak SerPl-mCnc"
"6387-5;DENV DNA Spec Ql Probe"
"13956-8;M tb DNA Spec Ql NAA+probe"
"38516-1;TdT Cells NFr Spec IA"
"32693-4;Lactate Bld-sCnc"
"26007-5;Echinococcus Ab Ser Ql HA"
"19193-2;NSE SerPl-aCnc"
"5339-7;S paraty A H Ab Ser Ql LA"
"19253-4;T spiralis Ab Ser Ql IA"
"18946-4;metroNIDAZOLE Susc Islt"
"50717-8;11DC sp6 p chal SerPl-mCnc"
"5097-1;CA SerPl Ql Aggl"
"29567-5;WNV IgM Ser Ql IA"
"12919-7;Monoamine Oxidase Bld-cCnc"
"6115-0;False ragweed IgE Qn"
"17816-0;B-Globulin MFr Fld Elph"
"29396-9;Gastrin 1.5h p chal SerPl-mCnc"
"26673-4;E granulosus Ab Ser Ql"
"50479-5;FSH sp3 SerPl-aCnc"
"55925-2;IgM Ser Elph-mCnc"
"5391-8;T gondii IgM Titr SerPl IF"
"3042-9;Chloral Hydrate SerPl-mCnc"
"30284-4;Didanosine Islt Genotyp"
"31583-8;RSV IgG CSF-aCnc"
"15205-8;Rheumatoid fact Ser Neph-aCnc"
"31141-5;cefTRIAXone Islt.mening Grad strip"
"15910-3;Parsley IgE RAST Ql"
"20648-2;Isoleucine SerPl-sCnc"
"19219-5;O2 Ct BldC-sCnc"
"14560-7;M tb DNA Ur Ql NAA+probe"
"22864-3;B anthracis Ab Ser Ql CF"
"21250-6;Doxycycline Spec-mCnc"
"25702-2;Josamycine Islt MIC"
"6357-8;C trach DNA Ur Ql NAA+probe"
"6734-8;Pork IgG Qn"
"15668-7;Curry IgE RAST Ql"
"13990-7;Alpha1 Glob MFr Ur Elph"
"1557-8;Glucose p fast BldV-mCnc"
"24351-9;Prot Elph Pnl SerPl"
"777-3;Platelet # Bld Auto"
"3074-2;A-Tumor Necrosis Fact SerPl-mCnc"
"29236-7;HSV2 Ab Fld-aCnc"
"52771-3;CFT.intrinsic Bld ROTEM"
"9438-3;Morphine Gast Ql"
"43403-5;N gonorrhoea DNA Spec Ql Probe+sig amp"
"13238-1;EBV Ab Ser-aCnc"
"9822-8;Bacteria Dial fld Cult"
"54155-7;ANA intercell bridge Titr Ser IF"
"3422-3;Caffeine SerPl-mCnc"
"10838-1;Phosphoserine SerPl-mCnc"
"55850-2;Vit B12 Ur-mCnc"
"43005-8;JCV IgG Titr Ser"
"7155-5;Boxelder IgE Qn"
"3244-1;Clot Lysis PPP"
"23668-7;B henselae Ab Titr Ser"
"45103-9;Chlamydia Ag Anal Ql IF"
"14895-7;Prot Pattern SerPl IFE-Imp"
"34737-7;NuMA Ab SerPl-Imp"
"26548-8;Glucose 30M p Glc Ur Ql Strip"
"96825-5;Liver Score SOFA"
"14896-5;Prot Pattern Ur IFE-Imp"
"15906-1;Budgie Serum Prot IgE RAST Ql"
"88706-7;Linezolid 1 ug/mL Islt SlowMyco"
"9407-8;A1AT Stl-mCnc"
"51554-4;Hake IgE RAST Ql"
"15571-3;Amer Beech IgE RAST Ql"
"41844-2;N men sg A+B+C+W135+Y+EcK1 Ag Ser Ql Agg"
"32494-7;CD25 Cells NFr Tiss"
"25461-5;Lithium Bld-sCnc"
"14372-7;RBC # Gast Manual"
"3189-8;Fact IX Ag PPP IA-aCnc"
"6787-6;Kappa LC Ser Ql IA"
"407-7;Piperacillin Islt MLC"
"27815-0;Fact XIII Act/Nor PPP Chro"
"45219-3;LCMV IgG CSF Ql"
"44796-1;C bot Tox Spec"
"22716-5;Methionine Spec-sCnc"
"76768-1;Hgb BldMV Oximetry-mCnc"
"57347-7;Copper Dial fld-mCnc"
"12353-9;Methaqualone Stl Ql"
"29839-8;JCV IgG CSF-aCnc"
"49606-7;HBV DNA Tiss NAA+probe-Log IU"
"62261-3;vanA+vanB Islt/Spm Ql"
"2021-4;pCO2 BldV"
"20411-5;Barbiturates Ur Cfm-mCnc"
"15858-4;Med flour moth IgE RAST Ql"
"94644-2;SARS-CoV-2 ORF1ab Ct Resp Qn NAA+probe"
"33570-3;ENA SS-B Ab Ser IB-aCnc"
"44575-9;FLUBV Ag Nose Ql IA"
"40840-1;L pneumo1 Ab Ser Ql"
"87962-7;HIV 1 subtype CSF NAA+probe"
"32228-9;Argininosuccinate Amn-sCnc"
"2502-3;Iron Satn MFr SerPl"
"22080-6;HAdV Ab Titr Ser"
"87975-9;Gram Stn Islt"
"2947-0;Sodium Bld-sCnc"
"21452-8;Green Pepper IgG RAST Ql"
"10732-6;Trypanos Bld Thin Film"
"55879-1;(Hcys)2 Fld-sCnc"
"33205-6;CD235a Cells NFr Prt"
"84-4;Cefaclor Islt MIC"
"5041-9;HAdV Ab Titr Ser CF"
"27317-7;Asparagine Ur-sCnc"
"219-6;Demeclocycline Titr SBT"
"2913-2;PK SerPl-cCnc"
"14025-1;HTLV I+II p36 Ab Ser Ql IB"
"16407-9;Asbestos Spt Micro"
"24234-7;M pneumo IgG sp1 Ser-aCnc"
"15044-1;Cortis F SerPl-sCnc"
"38375-2;HAdV DNA CSF Ql NAA+probe"
"55707-4;Piromidate Islt KB"
"50560-2;pH Ur Strip.auto"
"82188-4;VZV DNA CSF Ql NAA+non-probe"
"88889-1;MERS-CoV RNA Nph Ql NAA+non-probe"
"488-7;Temafloxacin Islt MIC"
"10709-4;P falciparum Ag Bld IF-aCnc"
"25097-7;DDDA/Creat Ur-sRto"
"70142-5;Benzodiaz Ur Ql Scn>300 ng/mL"
"2889-4;Prot 24h Ur-mRate"
"97320-6;E coli O157 DNA Stl Ql NAA+probe"
"8133-1;CD56 Cells NFr Bld"
"40943-3;Yellow Jacket IgE-mCnc"
"2282-2;Folate Bld-mCnc"
"14040-0;CO2 Stl-sCnc"
"419-2;Polymyxin B Islt MLC"
"5130-0;dsDNA Ab Ser-aCnc"
"27838-2;GH sp14 p chal SerPl-mCnc"
"20461-0;PZA Islt SlowMyco"
"15735-4;Grape IgE RAST Ql"
"3963-6;PPA SerPl Ql"
"26740-1;OH-Proline Ur-sCnc"
"31592-9;Ribosomal P Ab Ser Ql"
"23405-4;RVFV Ag Tiss Ql ID"
"29609-5;HCV RNA SerPl Probe+sig amp-aCnc"
"59969-6;Strychnine Ur-sCnc"
"42626-2;T gondii DNA CSF Ql NAA+probe"
"49602-6;HBV DNA Mar NAA+probe-Log IU"
"33562-0;Ampicillin Peak SerPl-mCnc"
"51836-5;Angiotensin II upr Plas-mCnc"
"23188-6;L inter Ab Ser Ql Aggl"
"5787-7;Epi Cells #/area UrnS HPF"
"3754-9;Meprobamate Ur Ql"
"30293-5;Ritonavir Islt Genotyp"
"5789-3;Fatty Casts #/area UrnS LPF"
"20427-1;AChR Ab Ser-sCnc"
"55134-1;FLUAV NA RNA Islt NAA+probe"
"51914-0;HBV core IgG+IgM Ser Ql"
"22663-9;Estrone SerPl-sCnc"
"80623-2;ZIKV NAb sp2 Titr Ser Nt"
"1794-7;Amylase Duod fl-cCnc"
"20377-8;Ciprofloxacin Islt SlowMyco"
"7016-9;Gentamicin Islt Grad strip"
"22226-5;CV B1 Ab Titr Ser"
"43925-7;B parapert Spec Ql Cult"
"31009-4;Food Allerg Mix25A IgE Ql"
"53979-1;Actin Ab SerPl Ql IF"
"31525-9;N gonorrhoea Ab CSF-aCnc"
"40659-5;B19V IgM Ser Ql IF"
"39788-5;Urate Snv-sCnc"
"57432-7;CD19+Kappa+ Cells NFr Fld"
"53802-5;Arbovirus IgG Ser IF-Imp"
"24451-7;Carnitine Tiss-sCnt"
"26470-5;WBC Other # CSF"
"49672-9;S pneum DNA Spec Ql NAA+probe"
"48765-2;Allergies &or adverse reactions Doc"
"15260-3;Tree Allerg Mix10 IgE Ql"
"45167-4;IgE Spec-mCnc"
"48703-3;Hct VFr Bld Est"
"22087-1;Aspergillus Ab Titr Ser"
"13264-7;Leptospira IgG Titr Ser"
"5570-7;Acetone Ur-mCnc"
"39796-8;Vancomycin Peak SerPl-sCnc"
"3415-7;Buprenorphine Ur-mCnc"
"7460-9;Lettuce IgG Qn"
"26586-8;A-Aminobutyr CSF-sCnc"
"1165-0;little e Ag RBC Ql"
"5051-8;A niger Ab Ser-aCnc"
"6644-9;Cefepime Islt MIC"
"41203-1;Yellow Jacket IgE/IgE total %"
"21570-7;T gondii IgG Ser Ql Dye Test"
"15690-1;Whole Egg IgE RAST Ql"
"24074-7;B-NAH Fib-cCnt"
"3807-5;Me-phenidate SerPl-mCnc"
"23381-7;Abn Prion Prot Brain Ql EM"
"26508-2;Neuts Band/leuk NFr Bld"
"182-6;Cinoxacin Islt KB"
"7157-1;Brazil Nut IgG Qn"
"48098-8;Cortis 12 AM SerPl-mCnc"
"2839-9;Progest SerPl-mCnc"
"26794-8;A-Aminobutyr 24h Ur Ql"
"15620-8;C globosum IgE RAST Ql"
"2703-7;pO2 BldA"
"54353-8;Beta1 Glob Ur Elph-mCnc"
"13959-2;Ca-I SerPl Calc-sCnc"
"8003-6;R rickettsi IgG Ser-aCnc"
"77953-8;WNV IgG CSF Ql IA"
"41451-6;Plasmodium Stage Bld Smear"
"130-5;Cefsulodin Titr SBT"
"32052-3;Benzodiaz SerPl-sCnc"
"25143-9;5-fluorocytosine Trough SerPl-mCnc"
"39468-4;Cholest Plr-sCnc"
"67151-1;Troponin T SerPl HS-mCnc"
"93716-9;F tular IgM Ser Ql IA"
"43846-5;Chlamydophila Ab Ser-Imp"
"27814-3;Fact VII+Fact X Act/Nor PPP"
"31418-7;Heteroph Ab Ser Ql"
"88158-1;Gram Stn Ocflu"
"6928-6;Rheumatoid fact Ser IA-aCnc"
"69410-9;Haem influ Spec Cult"
"53279-6;WBC Casts Ur Ql Comp Assist"
"96324-9;K pneumo grp L resp NAA+non-prb-NCncRng"
"20478-4;CD61 Cells NFr Bld"
"1800-2;Amylase 24h Ur-cRate"
"6047-5;Bloodworm IgE Qn"
"339-2;Miocamycin Islt MIC"
"21597-0;VZV IgM Ser Ql"
"15960-8;Privet IgE RAST Ql"
"15793-3;Insulin Human IgE RAST Ql"
"47791-9;Tocopherols SerPl-mCnc"
"21519-4;Sesame Seed IgG RAST Ql"
"15017-7;ALP Regan CFr SerPl"
"51576-7;Silver Birch (rBet v) 2+4 IgE RAST Ql"
"35598-2;Butalbital SerPl Scn-mCnc"
"88589-7;C bot Tox Ser MA Nt"
"40193-5;Glucose pre-meal SerPl-sCnc"
"27135-3;Tryptophan Amn-sCnc"
"14399-0;Creat Plr-mCnc"
